id,type,title,director,cast,genres,overview,vote_average,vote_count
s2840,Movie,How the Grinch Stole Christmas,Ron Howard,"['Jim Carrey, Taylor Momsen, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling, Anthony Hopkins']","['Children & Family Movies, Comedies']",The Grinch decides to rob Whoville of Christmas – but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart.,6.2,1386
s2852,Movie,How to Train Your Dragon 2,Dean DeBlois,"['Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington']",['Children & Family Movies'],"Hiccup, Toothless and a mysterious dragon rider join forces to protect the island of Berk from a power-hungry warrior with a dragon army of his own.",7.6,3106
s2854,Movie,Howards End,James Ivory,"['Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman']","['Classic Movies, Dramas, Independent Movies']","When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity.",6.9,95
s2858,Movie,Hugo,Martin Scorsese,"['Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chloë Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz']","['Children & Family Movies, Dramas']","Living inside a Paris train station, an orphan eludes the rigid stationmaster, meets a legendary filmmaker and finds the key to unlocking his destiny.",7.0,2141
s2879,Movie,Hustle & Flow,Craig Brewer,"['Terrence Howard, Anthony Anderson, Taryn Manning, Taraji P. Henson, DJ Qualls, Ludacris, Paula Jai Parker, Elise Neal, Isaac Hayes']","['Dramas, Independent Movies, Music & Musicals']",A pimp with aspirations of grandeur wants to make it as a rapper but discovers that fame isn't all it's cracked up to be in this indie drama.,6.9,99
s2907,Movie,I Am Wrath,Chuck Russell,"['John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen']","['Action & Adventure, Dramas']","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians.",4.5,179
s2910,Movie,I Don't Know How She Does It,Douglas McGrath,"['Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr']",['Comedies'],"In this affable yuppie comedy, Kate Reddy is a successful executive, wife and mom whose personal and professional lives hang in precarious balance.",5.0,141
s2951,Movie,Imagine That,Karey Kirkpatrick,"[""Eddie Murphy, Thomas Haden Church, Yara Shahidi, Ronny Cox, Stephen Rannazzisi, Nicole Ari Parker, DeRay Davis, Vanessa Williams, Martin Sheen, Lauren Weedman, Timm Sharp, Bobb'e J. Thompson""]","['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions.",5.7,134
s2956,TV Show,Immortals,,"['Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan']","['International TV Shows, TV Dramas, TV Horror']","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",5.7,880
s2975,Movie,In the Shadow of the Moon,Jim Mickle,"['Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller']","['Dramas, Sci-Fi & Fantasy, Thrillers']",A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,7.6,31
s2980,Movie,Inception,Christopher Nolan,"['Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas']","['Action & Adventure, Sci-Fi & Fantasy, Thrillers']","In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.",8.1,13752
s2991,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"['Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf']","['Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy']","Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.",5.7,2495
s2992,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,"['Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison']","['Action & Adventure, Children & Family Movies, Classic Movies']","Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",7.6,3152
s2994,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,"['Harrison Ford, Kate Capshaw, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, Jonathan Ke Quan, David Yip, Ric Young, Chua Kah Joo']","['Action & Adventure, Children & Family Movies, Classic Movies']","Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.",7.1,2781
s2998,Movie,Inglourious Basterds,Quentin Tarantino,"['Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Sylvester Groth, Martin Wuttke']",['Action & Adventure'],"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",7.9,6430
s3007,Movie,Inkheart,Iain Softley,"['Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman']","['Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy']","Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",6.0,592
s3020,Movie,Insidious,James Wan,"['Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey, Leigh Whannell, Angus Sampson, Andrew Astor, Joseph Bishara']","['Horror Movies, Thrillers']","Hoping to leave their haunted house behind, a suburban family moves to a new place, only to learn the home wasn't haunted... but their eldest son is.",6.8,1737
s3021,TV Show,Inspector Gadget,,"['Ivan Sherry, Tara Strong, Martin Roach, Scott McCord, Lyon Smith, Derek McGrath']","[""Crime TV Shows, Kids' TV, TV Comedies""]","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate.",4.3,318
s3024,Movie,Instructions Not Included,Eugenio Derbez,"['Eugenio Derbez, Jessica Lindsey, Loreto Peralta, Daniel Raymont, Alessandra Rosaldo, Hugo Stiglitz, Arcelia Ramírez, Sammy Pérez, Agustín Bernal, Karla Souza']","['Comedies, Dramas, International Movies']","Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.",7.5,205
s3035,Movie,Into the Wild,Sean Penn,"['Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian Dierker, Catherine Keener, Vince Vaughn, Kristen Stewart, Hal Holbrook, Zach Galifianakis']","['Action & Adventure, Dramas, Independent Movies']",A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,7.8,3045
s3043,Movie,Invictus,Clint Eastwood,"['Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie']","['Dramas, Sports Movies']","After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",7.0,1125
s3050,Movie,Ip Man 3,Wilson Yip,"['Donnie Yen, Zhang Jin, Lynn Hung, Patrick Tam, Karena Ng, Kent Cheng, Bryan Leung, Louis Cheung, Danny Chan, Mike Tyson, Babyjohn Choi']","['Action & Adventure, Dramas, International Movies']","Martial arts master Ip springs into action when his son's school is threatened by a shady American, then defends his status as wing chun champion.",6.5,379
s3054,TV Show,Iris,,"['Lee Byung-hun, Kim Tae-hee, Jeong Jun-ho, Kim Young-chul, Kim Seung-woo, Kim So-yeon, Yun Ju-sang, Lee Jeong-kil']","['International TV Shows, Korean TV Shows, TV Action & Adventure']",Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,6.2,47
s3104,Movie,Jackie Brown,Quentin Tarantino,"[""Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy 'Tiny' Lister, Hattie Winston, Sid Haig""]","['Dramas, Thrillers']","When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",7.3,1514
s3131,Movie,Jay and Silent Bob Strike Back,Kevin Smith,"[""Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson, Brian O'Halloran, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach, Will Ferrell, Jason Lee""]","['Comedies, Cult Movies']","Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",6.4,480
s3158,Movie,Jersey Boys,Clint Eastwood,"['John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa']","['Dramas, Music & Musicals']","Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",6.8,255
s3180,Movie,Jimmy Neutron: Boy Genius,John A. Davis,"['Debi Derryberry, Jeffrey Garcia, Rob Paulsen, Megan Cavanagh, Mark DeCarlo, Carolyn Lawrence, Andrea Martin, Candi Milo, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings']","['Children & Family Movies, Comedies, Sci-Fi & Fantasy']","When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.",5.6,231
s3203,Movie,John Carter,Andrew Stanton,"[""Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente""]","['Action & Adventure, Sci-Fi & Fantasy']","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",6.1,2124
s3226,Movie,Joy,Sudabeh Mortezai,"['Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme']","['Dramas, Independent Movies, International Movies']","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",6.4,1581
s3238,Movie,Julie & Julia,Nora Ephron,"['Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck']","['Comedies, Dramas']","In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",6.6,560
s3244,Movie,Jumping the Broom,Salim Akil,"['Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine, Meagan Good, Tasha Smith, Julie Bowen, DeRay Davis, Valarie Pettiford, Pooch Hall, Tenika Davis, T.D. Jakes, Mike Epps, Romeo Miller, Marguerite McNeil, El DeBarge, Brian Stokes Mitchell, Gary Dourdan']","['Comedies, Romantic Movies']","After a whirlwind romance, a couple rushes to say ""I do"" at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.",6.0,56
s3246,Movie,Jupiter Ascending,"Lana Wachowski, Lilly Wachowski","[""Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne, Douglas Booth, Tuppence Middleton, Nikki Amuka-Bird, Christina Cole, James D'Arcy, Gugu Mbatha-Raw""]","['Action & Adventure, Sci-Fi & Fantasy']",A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,5.2,2768
s3257,Movie,Justin Bieber: Never Say Never,Jon M. Chu,"['Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men']","['Documentaries, Music & Musicals']","Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",4.8,154
s3263,Movie,K-19: The Widowmaker,Kathryn Bigelow,"['Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter']","['Action & Adventure, Dramas']","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.",6.1,264
s3281,Movie,Kabhi Alvida Naa Kehna,Karan Johar,"['Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal']","['Dramas, International Movies, Romantic Movies']","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",6.1,42
s3315,Movie,Kate & Leopold,James Mangold,"['Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman']","['Comedies, Romantic Movies']",A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,6.0,418
s3344,Movie,Kevin Hart: Laugh at My Pain,"Leslie Small, Tim Story",['Kevin Hart'],['Stand-Up Comedy'],"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",7.7,43
s3345,Movie,Kevin Hart: Let Me Explain,"Leslie Small, Tim Story",['Kevin Hart'],['Stand-Up Comedy'],"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",7.1,95
s3367,Movie,Kickboxer: Vengeance,John Stockwell,"['Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez']",['Action & Adventure'],"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.",4.5,99
s3376,Movie,Kill Bill: Vol. 1,Quentin Tarantino,"['Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu']",['Action & Adventure'],"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",7.7,4949
